Kernel Name,sm__cycles_elapsed.avg.per_second,Count,lts__t_bytes.sum,sm__sass_thread_inst_executed_op_hadd_pred_on.sum,sm__sass_thread_inst_executed_op_fadd_pred_on.sum,sm__cycles_elapsed.avg,dram__bytes.sum,sm__sass_thread_inst_executed_op_fmul_pred_on.sum,sm__sass_thread_inst_executed_op_ffma_pred_on.sum,sm__sass_thread_inst_executed_op_hmul_pred_on.sum,sm__inst_executed_pipe_tensor.sum,sm__sass_thread_inst_executed_op_hfma_pred_on.sum,l1tex__t_bytes.sum,Time,CC FLOPs,TC FLOPs,all FLOPs,AI HBM,AI L2,AI L1,GFLOP/s,TC GFLOP/s
"void at::native::legacy::elementwise_kernel<128, 4, at::native::gpu_kernel_impl<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#8}::operator()() const::{lambda(c10::Half)#1}>(at::TensorIterator&, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#8}::operator()() const::{lambda(c10::Half)#1} const&)::{lambda(int)#4}>(int, at::native::gpu_kernel_impl<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#8}::operator()() const::{lambda(c10::Half)#1}>(at::TensorIterator&, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#8}::operator()() const::{lambda(c10::Half)#1} const&)::{lambda(int)#4})",81759145111.44003,63,3030611776,0,0,5423208.780000001,2547208896,0,0,0,0,0,2752112640,0.0041788860765888,0,0,0,0.0,0.0,0.0,0.0,0.0
"void at::native::legacy::elementwise_kernel<128, 4, at::native::gpu_kernel_impl<at::native::gpu_kernel_with_scalars<at::native::add_kernel_cuda(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(long, long)#1}>(at::TensorIterator&, at::native::add_kernel_cuda(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(long, long)#1} const&)::{lambda(long)#2}>(at::TensorIterator&, at::native::add_kernel_cuda(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(long, long)#1})::{lambda(int)#4}>(int, at::native::gpu_kernel_impl<at::native::gpu_kernel_with_scalars<at::native::add_kernel_cuda(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(long, long)#1}>(at::TensorIterator&, at::native::add_kernel_cuda(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(long, long)#1} const&)::{lambda(long)#2}>(at::TensorIterator&, at::native::add_kernel_cuda(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(long, long)#1})::{lambda(int)#4})",100171612400.76997,77,505472,0,0,408341.6499999999,882656,0,0,0,0,0,4928,0.00031388440593533174,0,0,0,0.0,0.0,0.0,0.0,0.0
"void at::native::legacy::elementwise_kernel<512, 1, at::native::gpu_kernel_impl<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}>(at::TensorIterator&, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}>(at::TensorIterator&, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",10357772456.75,8,92187232,12386816,0,207725.63,91541408,0,0,0,0,0,92015616,0.00016044038879392715,12386816,0,12386816,0.1353138024706808,0.13436585231238965,0.13461645466786856,71.90285099112685,0.0
"void at::native::legacy::elementwise_kernel<512, 1, at::native::gpu_kernel_impl<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(long)#1}>(at::TensorIterator&, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(long)#1}>(at::TensorIterator&, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1})",1304944138.6,1,21254016,0,0,41179.38,21278368,0,0,0,0,0,21233664,3.155643125396847e-05,0,0,0,0.0,0.0,0.0,0.0,0.0
"void at::native::legacy::elementwise_kernel<512, 1, at::native::gpu_kernel_impl<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#8}::operator()() const::{lambda(c10::Half)#1}>(at::TensorIterator&, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#8}::operator()() const::{lambda(c10::Half)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#8}::operator()() const::{lambda(c10::Half)#1}>(at::TensorIterator&, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#8}::operator()() const::{lambda(c10::Half)#1} const&)::{lambda(int)#1})",193535491048.3301,149,564277888,0,0,1880260.0499999993,596636480,0,0,0,0,0,561092992,0.0014475833136984577,0,0,0,0.0,0.0,0.0,0.0,0.0
"void at::native::modern::vectorized_elementwise_kernel<4, at::native::add_kernel_cuda(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half, {lambda()#10})#1}, at::detail::Array<char*, 3> >(int, at::native::add_kernel_cuda(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half, {lambda()#10})#1}, at::detail::Array<char*, 3>)",26051313906.409992,20,683415200,370027008,113854464,1179297.67,688192960,113854464,0,0,0,0,683126784,0.0009053652143893062,597735936,0,597735936,0.8685586321603754,0.8746307310694875,0.875,614.8733814908188,0.0
"void at::native::modern::vectorized_elementwise_kernel<4, at::native::bitwise_and_kernel_cuda(at::TensorIterator&)::{lambda(bool, bool)#1}, at::detail::Array<char*, 3> >(int, at::native::bitwise_and_kernel_cuda(at::TensorIterator&)::{lambda(bool, bool)#1}, at::detail::Array<char*, 3>)",2606319320.41,2,10645120,0,0,40884.479999999996,11080000,0,0,0,0,0,10616832,3.137334683423861e-05,0,0,0,0.0,0.0,0.0,0.0,0.0
"void at::native::modern::vectorized_elementwise_kernel<4, at::native::fill_kernel_cuda(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda()#1}, at::detail::Array<char*, 1> >(int, at::native::fill_kernel_cuda(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda()#1}, at::detail::Array<char*, 1>)",87744340378.57999,67,1149328512,0,0,5061207.21,1126359648,0,0,0,0,0,1148559872,0.0038646467864129137,0,0,0,0.0,0.0,0.0,0.0,0.0
"void at::native::modern::vectorized_elementwise_kernel<4, at::native::gpu_kernel_with_scalars<at::native::add_kernel_cuda(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float, float)#1}>(at::TensorIterator&, at::native::add_kernel_cuda(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float, float)#1} const&)::{lambda(float)#2}, at::detail::Array<char*, 2> >(int, at::native::gpu_kernel_with_scalars<at::native::add_kernel_cuda(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float, float)#1}>(at::TensorIterator&, at::native::add_kernel_cuda(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float, float)#1} const&)::{lambda(float)#2}, at::detail::Array<char*, 2>)",2610793640.21,2,28337024,0,0,54605.5,28170016,0,3538944,0,0,0,28311552,4.1830575315487434e-05,7077888,0,7077888,0.2512560873234861,0.24977527633106428,0.25,157.58322292448702,0.0
"void at::native::modern::vectorized_elementwise_kernel<4, at::native::gpu_kernel_with_scalars<at::native::eq_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda()#1}::operator()() const::{lambda(long, long)#1}>(at::TensorIterator&, at::native::eq_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda()#1}::operator()() const::{lambda(long, long)#1} const&)::{lambda(long)#2}, at::detail::Array<char*, 2> >(int, at::native::gpu_kernel_with_scalars<at::native::eq_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda()#1}::operator()() const::{lambda(long, long)#1}>(at::TensorIterator&, at::native::eq_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda()#1}::operator()() const::{lambda(long, long)#1} const&)::{lambda(long)#2}, at::detail::Array<char*, 2>)",2614209506.8,2,31876192,0,0,68965.0,35399040,0,0,0,0,0,60162048,5.276164731297197e-05,0,0,0,0.0,0.0,0.0,0.0,0.0
"void at::native::modern::vectorized_elementwise_kernel<4, at::native::gpu_kernel_with_scalars<at::native::mul_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float, float)#1}>(at::TensorIterator&, at::native::mul_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float, float)#1} const&)::{lambda(float)#2}, at::detail::Array<char*, 2> >(int, at::native::gpu_kernel_with_scalars<at::native::mul_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float, float)#1}>(at::TensorIterator&, at::native::mul_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float, float)#1} const&)::{lambda(float)#2}, at::detail::Array<char*, 2>)",2610808760.8900003,2,28337120,0,0,53779.119999999995,28141888,3538944,0,0,0,0,28311552,4.11972878332668e-05,3538944,0,3538944,0.12575360970806224,0.12488721507337372,0.125,80.00280141836333,0.0
"void at::native::modern::vectorized_elementwise_kernel<4, at::native::gpu_kernel_with_scalars<at::native::ne_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda()#1}::operator()() const::{lambda(long, long)#1}>(at::TensorIterator&, at::native::ne_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda()#1}::operator()() const::{lambda(long, long)#1} const&)::{lambda(long)#2}, at::detail::Array<char*, 2> >(int, at::native::gpu_kernel_with_scalars<at::native::ne_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda()#1}::operator()() const::{lambda(long, long)#1}>(at::TensorIterator&, at::native::ne_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda()#1}::operator()() const::{lambda(long, long)#1} const&)::{lambda(long)#2}, at::detail::Array<char*, 2>)",2614982789.66,2,31876352,0,0,69369.13,35367648,0,0,0,0,0,60162048,5.305513311544156e-05,0,0,0,0.0,0.0,0.0,0.0,0.0
"void at::native::modern::vectorized_elementwise_kernel<4, at::native::mul_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float, float)#1}, at::detail::Array<char*, 3> >(int, at::native::mul_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float, float)#1}, at::detail::Array<char*, 3>)",2608567335.0,2,42493248,0,0,76671.6,42663488,3538944,0,0,0,0,42467328,5.878445150429671e-05,3538944,0,3538944,0.08295017978839424,0.08328250172827457,0.08333333333333333,56.06752046090103,0.0
"void at::native::modern::vectorized_elementwise_kernel<4, at::native::threshold_kernel_impl<c10::Half>(at::TensorIterator&, c10::Half, c10::Half)::{lambda(c10::Half, c10::Half)#1}, at::detail::Array<char*, 3> >(int, at::native::threshold_kernel_impl<c10::Half>(at::TensorIterator&, c10::Half, c10::Half)::{lambda(c10::Half, c10::Half)#1}, at::detail::Array<char*, 3>)",94008537704.84004,72,2701690688,843955840,0,6060912.42,2696603488,0,0,0,0,0,4050988032,0.004641979387128927,843955840,0,843955840,0.3129699430248605,0.31238063030256114,0.20833333333333334,169.32326928248347,0.0
"void at::native::reduce_kernel<512, at::native::ReduceOp<c10::Half, at::native::MeanOps<float, float>, unsigned int, c10::Half, 4> >(at::native::ReduceOp<c10::Half, at::native::MeanOps<float, float>, unsigned int, c10::Half, 4>)",1302132415.25,1,28503200,14155776,15204352,62203.9,31336640,4096,0,0,0,0,28442624,4.7770794484105754e-05,29364224,0,29364224,0.9370571956661595,1.030207976648236,1.0324020737327189,572.4745630170476,0.0
"void at::native::reduce_kernel<512, at::native::ReduceOp<float, at::native::MeanOps<float, float>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float>, unsigned int, float, 4>)",1303212832.84,1,7147200,0,2761144,27577.03,8824480,1,0,0,0,0,7092608,2.1160802982505413e-05,2761145,0,2761145,0.3128960573314235,0.3863254141481979,0.3892989715489704,121.52264129166761,0.0
"void conv2d_c1_k1_nchw_shmem_tiling_kernel<__half, float, 3, 3, 1, 1, 4, 4, 10, 40, 8, true, true>(cudnnTensorStruct, __half const*, cudnnFilterStruct, __half const*, cudnnConvolutionStruct, cudnnTensorStruct, __half*, float, float, cudnn::reduced_divisor)",9095868393.68,7,1176777184,603072000,0,1485511.16,730378016,214425600,1929830400,0,0,0,1317175136,0.001143219940080174,4677158400,0,4677158400,6.403750246502491,3.9745488471333243,3.5509009183118985,3810.240750932782,0.0
"void conv2d_c1_k1_nchw_shmem_tiling_kernel<__half, float, 3, 3, 2, 2, 2, 2, 10, 10, 8, true, true>(cudnnTensorStruct, __half const*, cudnnFilterStruct, __half const*, cudnnConvolutionStruct, cudnnTensorStruct, __half*, float, float, cudnn::reduced_divisor)",1297149666.55,1,114512128,49504000,0,120351.02,55908800,5824000,52416000,0,0,0,145328256,9.278113628945759e-05,160160000,0,160160000,2.864665312079673,1.3986291478226656,1.1020568498393044,1607.6610991814687,0.0
"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<__half, float, 512, true, 1>(cudnnTensorStruct, __half const*, cudnnTensorStruct, __half*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)",15741974920.509998,12,2581332544,859963392,1730170416,16646346.98,2586320512,1614555216,1291012176,0,0,0,2580550656,0.012689396646143838,6786713376,0,6786713376,2.6240805594322256,2.6291511304015853,2.629947743990343,498.1024355034555,0.0
"void cudnn::detail::bn_fw_tr_1C11_singleread<__half, 512, true, 1, 2, 0>(cudnnTensorStruct, __half const*, cudnnTensorStruct, __half*, float const*, float const*, float, float, float*, float*, float*, float*, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool)",1300852946.99,1,176192,512,1394432,13241.65,52224,394496,132608,0,0,0,344064,1.017920590535572e-05,2054656,0,2054656,39.34313725490196,11.661460225208863,5.971726190476191,187.98593266124428,0.0
"void cudnn::detail::bn_fw_tr_1C11_singleread_fp16<512, 1, 2, 0>(cudnnTensorStruct, __half2 const*, cudnnTensorStruct, __half2*, float const*, float const*, float, float, float*, float*, float*, float*, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool)",77521870403.96002,60,1257022080,929968128,864086416,3347575.2499999995,1219332288,69110768,643030624,0,0,0,1294492672,0.0025909400012327334,3149226560,0,3149226560,2.5827467959250825,2.505307273520605,2.4327882483370287,1132.000658645585,0.0
"void cudnn::detail::bn_fw_tr_1C11_singleread_fp16<512, 1, 2, 20>(cudnnTensorStruct, __half2 const*, cudnnTensorStruct, __half2*, float const*, float const*, float, float, float*, float*, float*, float*, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool)",5198022582.4,4,218852256,163233792,119534352,486924.55,216374272,3032688,109834080,0,0,0,220038144,0.00037469983423979675,505468992,0,505468992,2.336086390160102,2.3096357389160294,2.29718803663423,1256.351457888454,0.0
"void cudnn::detail::implicit_convolve_sgemm<__half, __half, 1024, 5, 5, 3, 3, 3, 1, true, false, true>(int, int, int, __half const*, int, __half*, __half*, kernel_conv_params, int, float, float, int, __half*, __half*, int, int)",1309261703.78,1,233855680,63608864,0,661176.78,101639232,14155776,2038431744,0,0,0,896764320,0.0005049997094477759,4154628128,0,4154628128,40.87622511748219,17.76577814145887,4.63290971255413,7661.982556326571,0.0
"void cudnn::detail::implicit_convolve_sgemm<__half, __half, 512, 6, 8, 3, 3, 5, 1, true, false, false>(int, int, int, __half const*, int, __half*, __half*, kernel_conv_params, int, float, float, int, __half*, __half*, int, int)",3935532412.2299995,3,6046391840,284295168,0,31526906.67,195006496,5308416,97844723712,0,0,0,13052027328,0.024032509481076162,195979051008,0,195979051008,1004.9872954386094,32.41256210216108,15.015219174999263,7594.700607491266,0.0
"void kernelTransformReduceOuterDimIndex<c10::Half, long, MaxValuePair<c10::Half, long>, unsigned int>(c10::Half*, long*, c10::Half*, unsigned int, unsigned int, unsigned int, thrust::pair<c10::Half, long>, MaxValuePair<c10::Half, long>)",1302594187.55,1,28337056,9895936,0,56493.18,28357632,0,0,0,0,0,28311552,4.3369746725383354e-05,9895936,0,9895936,0.348969053551439,0.3492224456909003,0.34953703703703703,212.50547419858225,0.0
"void nchwToNhwcKernel<__half, __half, float, true, false>(int, int, int, int, __half const*, __half*, float, float)",11688437131.649998,9,394967936,98633728,0,1151329.96,402327712,98633728,0,0,0,0,398981504,0.0008865145547937985,197267456,0,197267456,0.49031535764556033,0.4994518238564054,0.49442757125904263,207.23814856316537,0.0
"void nhwcToNchwKernel<__half, __half, float, true, false>(int, int, int, int, __half const*, __half*, float, float)",3917859068.18,3,226664384,56623616,0,385667.75,227401440,56623616,0,0,0,0,226509824,0.00029531517848534395,113247232,0,113247232,0.4980057821973335,0.4996251726958568,0.499966094185831,357.1428472294075,0.0
"void spatialDepthwiseConvolutionUpdateOutput<c10::Half, float, unsigned int, 3>(THCDeviceTensor<c10::Half, 4, int, DefaultPtrTraits>, THCDeviceTensor<c10::Half, 4, int, DefaultPtrTraits>, THCDeviceTensor<c10::Half, 4, int, DefaultPtrTraits>, THCDeviceTensor<c10::Half, 1, int, DefaultPtrTraits>, bool, unsigned int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",71554226436.65001,55,1509912576,5420556288,0,8847673.360000003,1399128640,0,2710278144,0,0,0,11647109760,0.006800744820165546,10841112576,0,10841112576,7.748474490522901,7.179960448253131,0.9307985242168784,1484.6275140390856,0.0
volta_fp16_s884cudnn_fp16_128x128_ldg8_relu_f2f_exp_interior_nhwc2nchw_tn_v1,1293832452.84,1,39920320,884736,0,85392.73,28944128,0,7077888,0,3538944,0,42171904,6.599983623270576e-05,15040512,1811939328,1826979840,63.120914888159696,45.765661197104635,43.32220428084063,25780.481672107613,25568.245261247648
volta_fp16_s884cudnn_fp16_256x128_ldg8_relu_filter1x1_stg8_interior_nchw_nn_v1,86901885767.81001,67,8612897792,0,587464704,17229282.13,3567627168,587464704,0,0,1255882752,0,8844438464,0.013283508090886513,1174929408,643011969024,644186898432,180.56452316824604,74.7932825849096,72.83525133382624,45164.71075836194,45082.3350580753
volta_fp16_s884cudnn_fp16_256x64_ldg8_relu_f2f_exp_interior_nhwc2nchw_tn_v1,1290209573.41,1,62985696,663552,0,105308.02,18281408,0,5308416,0,5308416,0,62675072,8.162086390482506e-05,11280384,2717908992,2729189376,149.28770125364522,43.3303043281446,43.54505370173328,31141.004329890144,31012.291207203994
volta_fp16_s884cudnn_fp16_256x64_ldg8_relu_f2f_exp_small_nhwc2nchw_tn_v1,1304287928.77,1,344816224,3538944,0,394415.25,88126976,0,28311552,0,31850496,0,370821888,0.0003023989115439799,60162048,16307453952,16367616000,185.72764825154104,47.46765047807031,44.13875375123488,50408.6810220563,50223.39505938063
volta_fp16_s884gemm_fp16_128x128_ldg8_f2f_nt,7804929184.76,6,3306950816,0,0,3316918.8000000003,883651264,334430208,0,0,334430208,0,3344302080,0.002549864621303668,334430208,171228266496,171562696704,194.15204130121631,51.87942193573888,51.3,62662.233542678434,62540.0849392814
volta_fp16_scudnn_fp16_128x64_relu_interior_nn_v1,2610913363.5,2,133324384,0,21233664,449141.45,126209504,21233664,1811939328,0,0,0,174391840,0.0003440492942269932,3666345984,0,3666345984,29.04968221727581,27.499440642455923,21.023609728528584,9924.597546179484,0.0
volta_fp16_sgemm_fp16_128x32_nt,2616027189.48,2,277729952,0,0,797088.38,253922624,14155776,3623878656,0,0,0,324169984,0.000609388452234276,7261913088,0,7261913088,28.598921094955287,26.147388985974406,22.40155920173041,11098.312691934523,0.0
