Kernel Name,sm__cycles_elapsed.avg.per_second,Count,lts__t_bytes.sum,sm__sass_thread_inst_executed_op_hadd_pred_on.sum,sm__sass_thread_inst_executed_op_fadd_pred_on.sum,sm__cycles_elapsed.avg,dram__bytes.sum,sm__sass_thread_inst_executed_op_fmul_pred_on.sum,sm__sass_thread_inst_executed_op_ffma_pred_on.sum,sm__sass_thread_inst_executed_op_hmul_pred_on.sum,sm__inst_executed_pipe_tensor.sum,sm__sass_thread_inst_executed_op_hfma_pred_on.sum,l1tex__t_bytes.sum,Time,CC FLOPs,TC FLOPs,all FLOPs,AI HBM,AI L2,AI L1,GFLOP/s,TC GFLOP/s
"void at::native::legacy::elementwise_kernel<128, 4, at::native::gpu_kernel_impl<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#8}::operator()() const::{lambda(c10::Half)#1}>(at::TensorIterator&, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#8}::operator()() const::{lambda(c10::Half)#1} const&)::{lambda(int)#4}>(int, at::native::gpu_kernel_impl<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#8}::operator()() const::{lambda(c10::Half)#1}>(at::TensorIterator&, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#8}::operator()() const::{lambda(c10::Half)#1} const&)::{lambda(int)#4})",81433183296.47,63,3030662080,0,0,5409149.319999998,2546893024,0,0,0,0,0,2752112640,0.004184736410455073,0,0,0,0.0,0.0,0.0,0.0,0.0
"void at::native::legacy::elementwise_kernel<128, 4, at::native::gpu_kernel_impl<at::native::gpu_kernel_with_scalars<at::native::add_kernel_cuda(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(long, long)#1}>(at::TensorIterator&, at::native::add_kernel_cuda(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(long, long)#1} const&)::{lambda(long)#2}>(at::TensorIterator&, at::native::add_kernel_cuda(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(long, long)#1})::{lambda(int)#4}>(int, at::native::gpu_kernel_impl<at::native::gpu_kernel_with_scalars<at::native::add_kernel_cuda(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(long, long)#1}>(at::TensorIterator&, at::native::add_kernel_cuda(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(long, long)#1} const&)::{lambda(long)#2}>(at::TensorIterator&, at::native::add_kernel_cuda(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(long, long)#1})::{lambda(int)#4})",100173848158.52998,77,505472,0,0,405596.0099999997,880736,0,0,0,0,0,4928,0.0003117669266391321,0,0,0,0.0,0.0,0.0,0.0,0.0
"void at::native::legacy::elementwise_kernel<512, 1, at::native::gpu_kernel_impl<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}>(at::TensorIterator&, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}>(at::TensorIterator&, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",10334307565.050001,8,92190208,12386816,0,207246.97,91519200,0,0,0,0,0,92015616,0.00016043414128752786,12386816,0,12386816,0.13534663764543398,0.1343615148368035,0.13461645466786856,71.90565097819999,0.0
"void at::native::legacy::elementwise_kernel<512, 1, at::native::gpu_kernel_impl<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(long)#1}>(at::TensorIterator&, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(long)#1}>(at::TensorIterator&, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1})",1302447055.79,1,21254016,0,0,40655.88,21195296,0,0,0,0,0,21233664,3.121499627893907e-05,0,0,0,0.0,0.0,0.0,0.0,0.0
"void at::native::legacy::elementwise_kernel<512, 1, at::native::gpu_kernel_impl<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#8}::operator()() const::{lambda(c10::Half)#1}>(at::TensorIterator&, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#8}::operator()() const::{lambda(c10::Half)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#8}::operator()() const::{lambda(c10::Half)#1}>(at::TensorIterator&, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#1}::operator()() const::{lambda()#8}::operator()() const::{lambda(c10::Half)#1} const&)::{lambda(int)#1})",193277255630.08002,149,564279392,0,0,1892370.8399999985,596808448,0,0,0,0,0,561092992,0.001458853781014249,0,0,0,0.0,0.0,0.0,0.0,0.0
"void at::native::modern::vectorized_elementwise_kernel<4, at::native::add_kernel_cuda(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half, {lambda()#10})#1}, at::detail::Array<char*, 3> >(int, at::native::add_kernel_cuda(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half, {lambda()#10})#1}, at::detail::Array<char*, 3>)",25983274300.259995,20,683416544,370027008,113854464,1179070.3199999998,688221760,113854464,0,0,0,0,683126784,0.0009075609997221957,597735936,0,597735936,0.8685222856074762,0.8746290110296189,0.875,613.3857349821269,0.0
"void at::native::modern::vectorized_elementwise_kernel<4, at::native::bitwise_and_kernel_cuda(at::TensorIterator&)::{lambda(bool, bool)#1}, at::detail::Array<char*, 3> >(int, at::native::bitwise_and_kernel_cuda(at::TensorIterator&)::{lambda(bool, bool)#1}, at::detail::Array<char*, 3>)",2604351578.2799997,2,10645120,0,0,41051.45,11207744,0,0,0,0,0,10616832,3.152527511443884e-05,0,0,0,0.0,0.0,0.0,0.0,0.0
"void at::native::modern::vectorized_elementwise_kernel<4, at::native::fill_kernel_cuda(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda()#1}, at::detail::Array<char*, 1> >(int, at::native::fill_kernel_cuda(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda()#1}, at::detail::Array<char*, 1>)",87757342909.14998,67,1149346656,0,0,5091056.500000002,1126629312,0,0,0,0,0,1148559872,0.0038868631865155915,0,0,0,0.0,0.0,0.0,0.0,0.0
"void at::native::modern::vectorized_elementwise_kernel<4, at::native::gpu_kernel_with_scalars<at::native::add_kernel_cuda(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float, float)#1}>(at::TensorIterator&, at::native::add_kernel_cuda(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float, float)#1} const&)::{lambda(float)#2}, at::detail::Array<char*, 2> >(int, at::native::gpu_kernel_with_scalars<at::native::add_kernel_cuda(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float, float)#1}>(at::TensorIterator&, at::native::add_kernel_cuda(at::TensorIterator&, c10::Scalar)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float, float)#1} const&)::{lambda(float)#2}, at::detail::Array<char*, 2>)",2607460267.51,2,28337024,0,0,54417.229999999996,28172160,0,3538944,0,0,0,28311552,4.173964273056083e-05,7077888,0,7077888,0.25123696585565325,0.24977527633106428,0.25,157.92652844566956,0.0
"void at::native::modern::vectorized_elementwise_kernel<4, at::native::gpu_kernel_with_scalars<at::native::eq_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda()#1}::operator()() const::{lambda(long, long)#1}>(at::TensorIterator&, at::native::eq_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda()#1}::operator()() const::{lambda(long, long)#1} const&)::{lambda(long)#2}, at::detail::Array<char*, 2> >(int, at::native::gpu_kernel_with_scalars<at::native::eq_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda()#1}::operator()() const::{lambda(long, long)#1}>(at::TensorIterator&, at::native::eq_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda()#1}::operator()() const::{lambda(long, long)#1} const&)::{lambda(long)#2}, at::detail::Array<char*, 2>)",2610750067.27,2,31876480,0,0,69441.13,35419680,0,0,0,0,0,60162048,5.319630620376692e-05,0,0,0,0.0,0.0,0.0,0.0,0.0
"void at::native::modern::vectorized_elementwise_kernel<4, at::native::gpu_kernel_with_scalars<at::native::mul_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float, float)#1}>(at::TensorIterator&, at::native::mul_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float, float)#1} const&)::{lambda(float)#2}, at::detail::Array<char*, 2> >(int, at::native::gpu_kernel_with_scalars<at::native::mul_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float, float)#1}>(at::TensorIterator&, at::native::mul_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float, float)#1} const&)::{lambda(float)#2}, at::detail::Array<char*, 2>)",2609569664.06,2,28337376,0,0,53931.2,28207872,3538944,0,0,0,0,28311552,4.1333405076523755e-05,3538944,0,3538944,0.1254594462141632,0.12488608684163276,0.125,79.73933992125852,0.0
"void at::native::modern::vectorized_elementwise_kernel<4, at::native::gpu_kernel_with_scalars<at::native::ne_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda()#1}::operator()() const::{lambda(long, long)#1}>(at::TensorIterator&, at::native::ne_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda()#1}::operator()() const::{lambda(long, long)#1} const&)::{lambda(long)#2}, at::detail::Array<char*, 2> >(int, at::native::gpu_kernel_with_scalars<at::native::ne_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda()#1}::operator()() const::{lambda(long, long)#1}>(at::TensorIterator&, at::native::ne_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda()#1}::operator()() const::{lambda(long, long)#1} const&)::{lambda(long)#2}, at::detail::Array<char*, 2>)",2611333376.74,2,31876448,0,0,68858.68,35376736,0,0,0,0,0,60162048,5.273832947822501e-05,0,0,0,0.0,0.0,0.0,0.0,0.0
"void at::native::modern::vectorized_elementwise_kernel<4, at::native::mul_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float, float)#1}, at::detail::Array<char*, 3> >(int, at::native::mul_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float, float)#1}, at::detail::Array<char*, 3>)",2605105706.38,2,42493504,0,0,75832.47,42794112,3538944,0,0,0,0,42467328,5.821834393459235e-05,3538944,0,3538944,0.082696984108468,0.08328199999698778,0.08333333333333333,56.61271370417037,0.0
"void at::native::modern::vectorized_elementwise_kernel<4, at::native::threshold_kernel_impl<c10::Half>(at::TensorIterator&, c10::Half, c10::Half)::{lambda(c10::Half, c10::Half)#1}, at::detail::Array<char*, 3> >(int, at::native::threshold_kernel_impl<c10::Half>(at::TensorIterator&, c10::Half, c10::Half)::{lambda(c10::Half, c10::Half)#1}, at::detail::Array<char*, 3>)",93835976966.88998,72,2701693024,843955840,0,6093492.639999998,2697015072,0,0,0,0,0,4050988032,0.004675514490937801,843955840,0,843955840,0.31292218154871326,0.31238036020483134,0.20833333333333334,168.10879899827157,0.0
"void at::native::reduce_kernel<512, at::native::ReduceOp<c10::Half, at::native::MeanOps<float, float>, unsigned int, c10::Half, 4> >(at::native::ReduceOp<c10::Half, at::native::MeanOps<float, float>, unsigned int, c10::Half, 4>)",1295630358.94,1,28503232,14155776,15204352,62098.25,31378464,4096,0,0,0,0,28442624,4.792898651341014e-05,29364224,0,29364224,0.9358082027214589,1.0302068200546521,1.0324020737327189,570.5850819443887,0.0
"void at::native::reduce_kernel<512, at::native::ReduceOp<float, at::native::MeanOps<float, float>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float>, unsigned int, float, 4>)",1299681800.91,1,7147456,0,2761144,28748.0,8881216,1,0,0,0,0,7092608,2.2119260252679904e-05,2761145,0,2761145,0.3108971789448652,0.3863115771541651,0.3892989715489704,116.25690194476998,0.0
"void conv2d_c1_k1_nchw_shmem_tiling_kernel<__half, float, 3, 3, 1, 1, 4, 4, 10, 40, 8, true, true>(cudnnTensorStruct, __half const*, cudnnFilterStruct, __half const*, cudnnConvolutionStruct, cudnnTensorStruct, __half*, float, float, cudnn::reduced_divisor)",9063313552.31,7,1176906496,603072000,0,1481721.46,730842848,214425600,1929830400,0,0,0,1317122144,0.001144399359035354,4677158400,0,4677158400,6.399677321601155,3.9741121456092294,3.551043782314543,3806.3139135661154,0.0
"void conv2d_c1_k1_nchw_shmem_tiling_kernel<__half, float, 3, 3, 2, 2, 2, 2, 10, 10, 8, true, true>(cudnnTensorStruct, __half const*, cudnnFilterStruct, __half const*, cudnnConvolutionStruct, cudnnTensorStruct, __half*, float, float, cudnn::reduced_divisor)",1293222000.84,1,114510944,49504000,0,123273.27,55927392,5824000,52416000,0,0,0,145299584,9.532258956306732e-05,160160000,0,160160000,2.863713008466406,1.398643609120889,1.1022743189684563,1564.798273254289,0.0
"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<__half, float, 512, true, 1>(cudnnTensorStruct, __half const*, cudnnTensorStruct, __half*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)",15740958820.560001,12,2581352896,859963392,1730170416,16662061.570000002,2586279328,1614555216,1291012176,0,0,0,2580550656,0.012702195661603717,6786713376,0,6786713376,2.6241223453803206,2.6291304015489403,2.629947743990343,497.60053638755045,0.0
"void cudnn::detail::bn_fw_tr_1C11_singleread<__half, 512, true, 1, 2, 0>(cudnnTensorStruct, __half const*, cudnnTensorStruct, __half*, float const*, float const*, float, float, float*, float*, float*, float*, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool)",1301430324.77,1,176960,512,1394432,13536.55,49536,394496,132608,0,0,0,344064,1.0401286755318457e-05,2054656,0,2054656,41.47803617571059,11.610849909584086,5.971726190476191,183.9721912186194,0.0
"void cudnn::detail::bn_fw_tr_1C11_singleread_fp16<512, 1, 2, 0>(cudnnTensorStruct, __half2 const*, cudnnTensorStruct, __half2*, float const*, float const*, float, float, float*, float*, float*, float*, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool)",77318201449.55,60,1257025024,929968128,864086416,3347539.220000001,1219923008,69110768,643030624,0,0,0,1294492672,0.002597737006739039,3149226560,0,3149226560,2.5814961594691064,2.5053014059965126,2.4327882483370287,1129.0387673186356,0.0
"void cudnn::detail::bn_fw_tr_1C11_singleread_fp16<512, 1, 2, 20>(cudnnTensorStruct, __half2 const*, cudnnTensorStruct, __half2*, float const*, float const*, float, float, float*, float*, float*, float*, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool)",5190851595.289999,4,218851168,163233792,119534352,488654.60000000003,216519104,3032688,109834080,0,0,0,220038144,0.00037655062259409495,505468992,0,505468992,2.3345237563887205,2.309647221074004,2.29718803663423,1250.1763501933806,0.0
"void cudnn::detail::implicit_convolve_sgemm<__half, __half, 1024, 5, 5, 3, 3, 3, 1, true, false, true>(int, int, int, __half const*, int, __half*, __half*, kernel_conv_params, int, float, float, int, __half*, __half*, int, int)",1308508959.72,1,234192544,63608864,0,662032.38,101344832,14155776,2038431744,0,0,0,896852864,0.0005059440939110301,4154628128,0,4154628128,40.99496783417629,17.740223736584884,4.6324523171729535,7647.680862975463,0.0
"void cudnn::detail::implicit_convolve_sgemm<__half, __half, 512, 6, 8, 3, 3, 5, 1, true, false, false>(int, int, int, __half const*, int, __half*, __half*, kernel_conv_params, int, float, float, int, __half*, __half*, int, int)",3935341203.0599995,3,6046318368,284295168,0,31516875.48,195731968,5308416,97844723712,0,0,0,13052064864,0.02402603016136958,195979051008,0,195979051008,1001.2623538736401,32.41295596427978,15.01517599322896,7596.748739995105,0.0
"void kernelTransformReduceOuterDimIndex<c10::Half, long, MaxValuePair<c10::Half, long>, unsigned int>(c10::Half*, long*, c10::Half*, unsigned int, unsigned int, unsigned int, thrust::pair<c10::Half, long>, MaxValuePair<c10::Half, long>)",1299384924.3,1,28337120,9895936,0,56622.05,28323392,0,0,0,0,0,28311552,4.35760404335176e-05,9895936,0,9895936,0.34939092040953285,0.3492216569644339,0.34953703703703703,211.49945020385664,0.0
"void nchwToNhwcKernel<__half, __half, float, true, false>(int, int, int, int, __half const*, __half*, float, float)",11665300628.119999,9,394968832,98633728,0,1168550.52,402264288,98633728,0,0,0,0,398980800,0.0009015588209229831,197267456,0,197267456,0.4903926644365706,0.4994506908332453,0.4944284436744826,203.77997613253913,0.0
"void nhwcToNchwKernel<__half, __half, float, true, false>(int, int, int, int, __half const*, __half*, float, float)",3913023784.88,3,226667904,56623616,0,384823.25,227495776,56623616,0,0,0,0,226509824,0.0002950326431597205,113247232,0,113247232,0.4977992734247514,0.49961741385317615,0.499966094185831,357.484861826692,0.0
"void spatialDepthwiseConvolutionUpdateOutput<c10::Half, float, unsigned int, 3>(THCDeviceTensor<c10::Half, 4, int, DefaultPtrTraits>, THCDeviceTensor<c10::Half, 4, int, DefaultPtrTraits>, THCDeviceTensor<c10::Half, 4, int, DefaultPtrTraits>, THCDeviceTensor<c10::Half, 1, int, DefaultPtrTraits>, bool, unsigned int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",71408058165.17,55,1509918400,5420556288,0,8851946.300000003,1400249600,0,2710278144,0,0,0,11647186240,0.0068179566705746045,10841112576,0,10841112576,7.742271503594788,7.179932753981937,0.93079241222814,1480.8795895626663,0.0
volta_fp16_s884cudnn_fp16_128x128_ldg8_relu_f2f_exp_interior_nhwc2nchw_tn_v1,1289622484.24,1,39978528,884736,0,85628.35,28960576,0,7077888,0,3538944,0,42223232,6.63979971242999e-05,15040512,1811939328,1826979840,63.08506571140021,45.69902723782126,43.269540332677515,25625.886955205588,25414.923236930288
volta_fp16_s884cudnn_fp16_256x128_ldg8_relu_filter1x1_stg8_interior_nchw_nn_v1,86720807948.89996,67,8613530880,0,587464704,17228782.959999993,3567976608,587464704,0,0,1255882752,0,8844691328,0.013310859130834955,1174929408,643011969024,644186898432,180.54683906492696,74.7877853352515,72.83316902113602,45071.906695448364,44989.70026004893
volta_fp16_s884cudnn_fp16_256x64_ldg8_relu_f2f_exp_interior_nhwc2nchw_tn_v1,1287415774.87,1,63082880,663552,0,104071.02,18269760,0,5308416,0,5308416,0,62724928,8.083714836452803e-05,11280384,2717908992,2729189376,149.38288056329148,43.263550681262494,43.510442546861114,31442.91613068421,31312.955135249824
volta_fp16_s884cudnn_fp16_256x64_ldg8_relu_f2f_exp_small_nhwc2nchw_tn_v1,1300735763.53,1,345494208,3538944,0,400380.38,88144352,0,28311552,0,31850496,0,370556992,0.00030781069547394335,60162048,16307453952,16367616000,185.69103554133565,47.37450186140313,44.1703067365141,49522.41912831092,49340.39077692037
volta_fp16_s884gemm_fp16_128x128_ldg8_f2f_nt,7792295625.690001,6,3308270432,0,0,3342185.5300000003,883061536,334430208,0,0,334430208,0,3344302080,0.002573453850222003,334430208,171228266496,171562696704,194.28170032309052,51.85872806664192,51.3,62087.84835545431,61966.81941129163
volta_fp16_scudnn_fp16_128x64_relu_interior_nn_v1,2605895679.04,2,133266624,0,21233664,448874.62,126176640,21233664,1811939328,0,0,0,174398368,0.00034450697593954593,3666345984,0,3666345984,29.057248504953055,27.511359363316654,21.02282278237833,9911.41259748884,0.0
volta_fp16_sgemm_fp16_128x32_nt,2613650043.04,2,277003136,0,0,800420.87,254040224,14155776,3623878656,0,0,0,324179360,0.0006124927643863223,7261913088,0,7261913088,28.58568211623054,26.21599593731675,22.400911297992568,11042.06284057293,0.0
